timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi
2025-10-15T16:42:34.775Z,7902,,,,,,,,,,,,,,,,
2025-10-15T16:42:37.896Z,11023,,,,,,,,,,,,,,,,
2025-10-15T16:42:41.024Z,14151,,,,,,,,,,,,,,,,
2025-10-15T16:42:44.168Z,17295,,,,,,,,,,,,,,,,
2025-10-15T16:42:47.302Z,20429,,,,,,,,,,,,,,,,
2025-10-15T16:42:50.390Z,23517,,,,,,,,,,,,,,,,
2025-10-15T16:42:53.515Z,26642,,,,,,,,,,,,,,,,
2025-10-15T16:42:56.647Z,29774,,,,,,,,,,,,,,,,
2025-10-15T16:42:59.779Z,32907,,,,,,,,,,,,,,,,
2025-10-15T16:43:02.890Z,36017,,,,,,,,,,,,,,,,
2025-10-15T16:43:06.002Z,39129,,,,,,,,,,,,,,,,
2025-10-15T16:43:09.119Z,42246,,,,,,,,,,,,,,,,
2025-10-15T16:43:12.275Z,45402,,,,,,,,,,,,,,,,
2025-10-15T16:43:15.327Z,48454,,,,,,,,,,,,,,,,
2025-10-15T16:43:18.479Z,51606,,,,,,,,,,,,,,,,
2025-10-15T16:43:21.589Z,54716,,,,,,,,,,,,,,,,
2025-10-15T16:43:24.725Z,57852,,,,,,,,,,,,,,,,
2025-10-15T16:43:27.875Z,61002,,,,,,,,,,,,,,,,
2025-10-15T16:43:31.050Z,64177,,,,,,,,,,,,,,,,
2025-10-15T16:43:34.218Z,67345,,,,,,,,,,,,,,,,
2025-10-15T16:43:37.377Z,70504,,,,,,,,,,,,,,,,
2025-10-15T16:43:40.505Z,73632,,,,,,,,,,,,,,,,
2025-10-15T16:43:43.661Z,76788,,,,,,,,,,,,,,,,
2025-10-15T16:43:46.797Z,79924,,,,,,,,,,,,,,,,
2025-10-15T16:43:49.957Z,83084,,,,,,,,,,,,,,,,
2025-10-15T16:43:53.065Z,86192,,,,,,,,,,,,,,,,
2025-10-15T16:43:56.164Z,89291,,,,,,,,,,,,,,,,
2025-10-15T16:43:59.207Z,92334,,,,,,,,,,,,,,,,
2025-10-15T16:44:02.357Z,95484,,,,,,,,,,,,,,,,
2025-10-15T16:44:05.432Z,98559,,,,,,,,,,,,,,,,
2025-10-15T16:44:08.586Z,101713,,,,,,,,,,,,,,,,
2025-10-15T16:44:11.751Z,104878,,,,,,,,,,,,,,,,
2025-10-15T16:44:14.904Z,108031,,,,,,,,,,,,,,,,
2025-10-15T16:44:18.039Z,111166,,,,,,,,,,,,,,,,
2025-10-15T16:44:21.197Z,114324,,,,,,,,,,,,,,,,
2025-10-15T16:44:24.350Z,117477,,,,,,,,,,,,,,,,
2025-10-15T16:44:27.501Z,120628,,,,,,,,,,,,,,,,
2025-10-15T16:44:30.698Z,123825,,,,,,,,,,,,,,,,
2025-10-15T16:44:33.826Z,126953,,,,,,,,,,,,,,,,
2025-10-15T16:44:36.915Z,130042,,,,,,,,,,,,,,,,
2025-10-15T16:44:39.990Z,133117,,,,,,,,,,,,,,,,
2025-10-15T16:44:43.147Z,136274,,,,,,,,,,,,,,,,
2025-10-15T16:44:46.278Z,139405,,,,,,,,,,,,,,,,
2025-10-15T16:44:49.384Z,142511,,,,,,,,,,,,,,,,
2025-10-15T16:44:52.545Z,145672,,,,,,,,,,,,,,,,
2025-10-15T16:44:55.680Z,148807,,,,,,,,,,,,,,,,
2025-10-15T16:44:58.838Z,151965,,,,,,,,,,,,,,,,
