timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi
2025-10-15T19:51:25.176Z,814,,,,,,,,,,,,,,,,
2025-10-15T19:51:28.332Z,3970,,,,,,,,,,,,,,,,
2025-10-15T19:51:31.502Z,7140,,,,,,,,,,,,,,,,
2025-10-15T19:51:34.683Z,10321,,,,,,,,,,,,,,,,
2025-10-15T19:51:37.868Z,13506,,,,,,,,,,,,,,,,
2025-10-15T19:51:41.045Z,16683,,,,,,,,,,,,,,,,
2025-10-15T19:51:44.235Z,19873,,,,,,,,,,,,,,,,
2025-10-15T19:51:47.407Z,23045,,,,,,,,,,,,,,,,
2025-10-15T19:51:50.589Z,26227,,,,,,,,,,,,,,,,
2025-10-15T19:51:53.793Z,29431,,,,,,,,,,,,,,,,
2025-10-15T19:51:56.972Z,32610,,,,,,,,,,,,,,,,
2025-10-15T19:52:00.171Z,35809,,,,,,,,,,,,,,,,
2025-10-15T19:52:03.265Z,38903,,,,,,,,,,,,,,,,
