timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi,PT0_mA,PT1_mA,PT2_mA,PT3_mA,PT4_mA,PT5_mA,PT6_mA,PT7_mA,PT8_mA,PT9_mA,PT10_mA,PT11_mA,PT12_mA,PT13_mA,PT14_mA,PT15_mA,LC0_lbf,LC1_lbf,LC2_lbf,LC3_lbf,LC0_VperV,LC1_VperV,LC2_VperV,LC3_VperV
2025-10-16T02:42:08.394093Z,50,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-549.885,-50.053,149.259,-888.943,-0.018878,-0.008377,0.024981,-0.014954
2025-10-16T02:42:08.425516Z,81,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-639.202,-70.315,149.259,-452.424,-0.021945,-0.011768,0.024981,-0.007611
2025-10-16T02:42:08.486699Z,142,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-717.887,-102.453,149.259,-553.329,-0.024646,-0.017147,0.024981,-0.009308
2025-10-16T02:42:08.595560Z,251,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-475.605,-122.819,149.259,-636.749,-0.016328,-0.020556,0.024981,-0.010711
2025-10-16T02:42:08.632075Z,288,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-575.311,-127.357,149.259,-604.146,-0.019751,-0.021315,0.024981,-0.010163
2025-10-16T02:42:08.672112Z,328,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-463.658,-144.882,149.259,-666.654,-0.015918,-0.024248,0.024981,-0.011214
2025-10-16T02:42:08.747728Z,404,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-145.926,-149.264,149.259,-791.869,-0.00501,-0.024982,0.024981,-0.013321
2025-10-16T02:42:08.796632Z,452,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-223.354,-149.264,149.259,-689.64,-0.007668,-0.024982,0.024981,-0.011601
2025-10-16T02:42:08.900290Z,556,10.36,1.1,0.0,9.15,12.18,15.55,11.8,0.0,13.89,0.0,13.51,18.08,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,0.0,0.0,-0.0,-217.321,-149.264,149.259,-1104.776,-0.007461,-0.024982,0.024981,-0.018584
2025-10-16T02:42:08.931318Z,587,10.63,1.17,0.0,9.05,12.28,15.62,11.8,0.0,13.85,0.0,13.3,18.21,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,40.64,-149.264,149.259,-900.896,0.001395,-0.024982,0.024981,-0.015155
2025-10-16T02:42:08.989151Z,645,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,-43.165,-149.264,149.259,-419.892,-0.001482,-0.024982,0.024981,-0.007063
2025-10-16T02:42:09.060181Z,716,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,655.43,-149.264,149.259,-398.851,0.022502,-0.024982,0.024981,-0.006709
2025-10-16T02:42:09.096841Z,753,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-149.264,149.259,-916.681,0.025002,-0.024982,0.024981,-0.01542
2025-10-16T02:42:09.213689Z,869,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-149.264,149.259,-593.357,0.025002,-0.024982,0.024981,-0.009981
2025-10-16T02:42:09.298414Z,954,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-144.088,149.259,-28.89,0.025002,-0.024116,0.024981,-0.000486
2025-10-16T02:42:09.380253Z,1036,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-129.666,149.259,-146.007,0.025002,-0.021702,0.024981,-0.002456
2025-10-16T02:42:09.429211Z,1085,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-99.696,149.259,-683.365,0.025002,-0.016686,0.024981,-0.011495
2025-10-16T02:42:09.479985Z,1136,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-85.537,149.259,-237.57,0.025002,-0.014316,0.024981,-0.003996
2025-10-16T02:42:09.579550Z,1235,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-82.176,149.259,384.343,0.025002,-0.013754,0.024981,0.006465
2025-10-16T02:42:09.614243Z,1270,10.77,1.21,0.0,9.0,12.33,15.66,11.79,0.0,13.84,0.0,13.19,18.28,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-64.854,149.259,101.045,0.025002,-0.010854,0.024981,0.0017
2025-10-16T02:42:09.683867Z,1340,10.83,1.19,0.0,9.03,12.37,15.63,11.85,0.0,13.82,0.0,13.3,18.32,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-48.725,149.259,-352.845,0.025002,-0.008155,0.024981,-0.005935
2025-10-16T02:42:09.765150Z,1421,10.83,1.19,0.0,9.03,12.37,15.63,11.85,0.0,13.82,0.0,13.3,18.32,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.03,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-45.761,149.259,155.757,0.025002,-0.007659,0.024981,0.00262
2025-10-16T02:42:09.797848Z,1454,10.96,1.15,0.0,9.09,12.48,15.57,11.96,0.0,13.78,0.0,13.56,18.39,0.0,0.0,0.0,0.0,4.02,4.01,0.0,4.01,4.02,4.02,4.02,-0.0,4.02,-0.0,4.02,4.03,-0.0,-0.0,-0.0,-0.0,728.263,-48.553,149.259,687.355,0.025002,-0.008126,0.024981,0.011562
