timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi
2025-10-15T20:02:10.471Z,196982,10.47,1.25,,9.18,12.08,15.91,11.39,,13.5,,12.32,17.99,,,,
2025-10-15T20:02:13.590Z,200101,10.72,1.16,,9.11,12.23,15.6,10.96,,13.67,,12.36,17.68,,,,
2025-10-15T20:02:16.744Z,203255,10.56,1.17,,9.25,11.87,15.81,11.2,,13.73,,12.42,18.22,,,,
2025-10-15T20:02:19.849Z,206360,10.38,1.24,,9.23,12.21,15.72,11.29,,13.58,,12.62,18.11,,,,
2025-10-15T20:02:22.958Z,209469,10.87,1.18,,9.1,12.04,15.59,11.13,,13.72,,12.86,17.71,,,,
2025-10-15T20:02:26.065Z,212576,10.71,1.22,,9.15,12.23,15.65,11.42,,13.44,,12.51,18.35,,,,
2025-10-15T20:02:29.227Z,215738,10.6,1.25,,9.32,12.19,15.62,11.54,,13.72,,12.65,18.14,,,,
2025-10-15T20:02:32.378Z,218889,10.35,1.23,,9.31,11.89,15.65,10.65,,13.58,,12.61,18.13,,,,
2025-10-15T20:02:35.580Z,222091,10.52,1.28,,9.2,12.55,15.79,11.13,,13.75,,12.58,18.31,,,,
2025-10-15T20:02:38.744Z,225255,10.47,1.18,,9.24,12.43,15.75,11.08,,13.72,,12.6,17.77,,,,
2025-10-15T20:02:41.907Z,228418,10.79,1.27,,9.22,12.78,15.98,11.34,,13.78,,12.61,18.05,,,,
2025-10-15T20:02:45.037Z,231548,10.42,1.19,,9.27,12.34,15.87,11.1,,13.63,,12.54,18.09,,,,
2025-10-15T20:02:48.217Z,234728,10.83,1.27,,9.16,12.36,15.75,11.23,,13.68,,12.46,18.03,,,,
2025-10-15T20:02:51.355Z,237866,11.29,1.27,,9.18,12.27,15.76,10.97,,13.89,,12.65,17.95,,,,
2025-10-15T20:02:54.569Z,241080,10.77,1.21,,9.27,12.34,15.57,11.18,,13.8,,12.4,18.02,,,,
2025-10-15T20:02:57.773Z,244284,10.41,1.2,,8.93,12.42,15.74,11.56,,13.7,,12.61,18.16,,,,
2025-10-15T20:03:00.935Z,247446,10.51,1.23,,9.08,12.19,15.85,11.19,,13.85,,12.55,18.07,,,,
2025-10-15T20:03:04.168Z,250679,10.6,1.16,,9.16,11.86,15.68,10.98,,13.77,,12.49,17.88,,,,
2025-10-15T20:03:07.405Z,253916,10.43,1.26,,9.14,12.07,15.74,11.5,,13.95,,12.66,18.28,,,,
2025-10-15T20:03:10.576Z,257087,10.72,1.17,,9.14,12.41,15.77,11.06,,13.28,,12.42,17.98,,,,
2025-10-15T20:03:13.713Z,260224,10.2,1.27,,9.16,12.19,15.81,11.03,,13.73,,12.62,17.73,,,,
2025-10-15T20:03:16.937Z,263448,10.27,1.22,,9.14,12.33,15.86,10.75,,13.86,,12.66,18.12,,,,
2025-10-15T20:03:20.169Z,266680,10.28,1.2,,9.2,12.42,15.78,11.38,,13.68,,12.47,17.96,,,,
2025-10-15T20:03:23.380Z,269891,10.29,1.24,,9.22,12.43,15.85,10.89,,13.89,,12.53,18.11,,,,
2025-10-15T20:03:26.624Z,273135,10.46,1.22,,9.16,12.46,15.87,11.27,,13.86,,12.49,17.95,,,,
2025-10-15T20:03:29.842Z,276353,10.43,1.22,,9.02,12.19,15.71,10.71,,13.61,,12.43,18.19,,,,
2025-10-15T20:03:33.072Z,279583,10.57,1.18,,9.13,12.01,15.85,11.3,,13.71,,12.67,17.95,,,,
2025-10-15T20:03:36.308Z,282819,10.11,1.15,,9.12,12.26,15.98,11.78,,13.81,,12.54,18.24,,,,
2025-10-15T20:03:39.564Z,286075,10.41,1.21,,9.28,12.31,15.84,11.41,,13.75,,12.53,17.88,,,,
2025-10-15T20:03:42.805Z,289316,10.8,1.2,,9.19,12.35,15.63,11.24,,13.83,,12.65,18.2,,,,
2025-10-15T20:03:46.072Z,292583,10.53,1.23,,9.06,11.73,15.55,11.09,,13.71,,12.5,18.46,,,,
2025-10-15T20:03:49.297Z,295808,10.74,1.15,,9.08,12.27,15.92,11.16,,13.74,,12.43,18.28,,,,
2025-10-15T20:03:52.548Z,299059,10.35,1.21,,9.17,12.26,15.85,11.04,,13.53,,12.38,18.25,,,,
2025-10-15T20:03:55.791Z,302302,10.47,1.25,,9.19,12.36,15.82,11.14,,13.59,,12.49,18.33,,,,
2025-10-15T20:03:59.026Z,305537,9.85,1.22,,9.13,12.32,15.74,10.7,,13.66,,12.56,17.96,,,,
2025-10-15T20:04:02.216Z,308727,10.59,1.19,,8.9,12.08,15.59,11.29,,13.74,,12.51,18.14,,,,
2025-10-15T20:04:05.479Z,311990,10.95,1.19,,9.1,12.18,15.63,10.93,,13.75,,12.47,18.34,,,,
2025-10-15T20:04:08.739Z,315250,10.85,1.2,,9.12,12.25,15.77,10.76,,13.73,,12.69,18.37,,,,
2025-10-15T20:04:11.959Z,318470,10.99,1.23,,9.14,12.3,15.71,11.14,,13.73,,12.44,18.02,,,,
2025-10-15T20:04:15.234Z,321745,10.28,1.22,,9.09,12.4,15.58,11.04,,13.66,,12.45,18.1,,,,
2025-10-15T20:04:18.480Z,324991,10.87,1.19,,9.18,12.38,15.67,10.75,,13.72,,12.61,18.08,,,,
2025-10-15T20:04:21.734Z,328245,10.86,1.23,,9.06,12.51,15.59,10.89,,13.63,,12.58,17.79,,,,
2025-10-15T20:04:24.945Z,331456,10.62,1.25,,9.14,12.27,15.97,11.2,,13.53,,12.85,17.91,,,,
2025-10-15T20:04:28.110Z,334621,10.48,1.25,,8.98,12.18,15.73,11.01,,13.45,,12.68,18.01,,,,
2025-10-15T20:04:31.258Z,337769,10.51,1.25,,9.11,12.37,15.68,10.83,,13.73,,12.76,18.3,,,,
2025-10-15T20:04:34.482Z,340993,10.29,1.27,,9.29,12.17,15.81,11.19,,13.86,,12.62,17.83,,,,
2025-10-15T20:04:37.728Z,344239,10.37,1.22,,9.14,12.47,15.67,11.27,,13.94,,12.73,17.92,,,,
2025-10-15T20:04:40.958Z,347469,10.63,1.2,,9.28,12.36,15.87,11.07,,13.5,,12.61,17.9,,,,
2025-10-15T20:04:44.185Z,350696,10.73,1.28,,9,12.3,15.8,11.08,,13.86,,12.57,18.28,,,,
2025-10-15T20:04:47.401Z,353912,10.59,1.23,,9.45,11.83,15.88,11.4,,13.65,,12.67,17.97,,,,
2025-10-15T20:04:50.618Z,357129,10.62,1.26,,9.15,12.53,15.7,11.57,,13.62,,12.81,18.09,,,,
2025-10-15T20:04:53.811Z,360322,10.83,1.25,,9.08,12.46,15.88,10.61,,13.68,,12.83,17.99,,,,
2025-10-15T20:04:57.009Z,363520,10.64,1.16,,9.45,12.3,15.66,11.85,,13.88,,12.88,18.59,,,,
2025-10-15T20:05:00.191Z,366702,10.48,1.22,,9.1,12.3,15.65,11.33,,13.81,,12.63,18.39,,,,
2025-10-15T20:05:03.347Z,369858,10.53,1.19,,9.23,11.88,15.62,11.52,,13.73,,12.72,18.03,,,,
2025-10-15T20:05:06.532Z,373043,10.7,1.21,,8.96,11.99,15.79,10.78,,13.59,,12.69,17.84,,,,
2025-10-15T20:05:09.782Z,376293,10.59,1.23,,9.24,11.68,15.56,11.38,,13.89,,12.7,18.56,,,,
2025-10-15T20:05:12.950Z,379461,10.86,1.26,,9.12,12.5,15.91,10.78,,13.8,,12.62,18.38,,,,
2025-10-15T20:05:16.150Z,382662,10.65,1.2,,9.18,12.58,15.92,11.53,,13.78,,12.51,18.28,,,,
2025-10-15T20:05:19.355Z,385866,10.42,1.27,,9.16,12.54,15.78,11.09,,13.64,,12.58,18.37,,,,
2025-10-15T20:05:22.580Z,389091,10.44,1.25,,9.33,12.36,15.68,11.81,,13.86,,12.73,18.15,,,,
2025-10-15T20:05:25.769Z,392280,11.1,1.26,,9.12,12.26,15.83,11.66,,13.93,,12.53,17.95,,,,
2025-10-15T20:05:28.930Z,395441,11,1.19,,9.04,12.71,15.91,10.73,,13.74,,12.4,18.36,,,,
2025-10-15T20:05:32.151Z,398662,10.78,1.23,,9.06,12.49,15.67,11.26,,13.91,,12.59,17.81,,,,
2025-10-15T20:05:35.360Z,401871,10.6,1.15,,9.17,12.46,15.95,11.36,,13.87,,12.26,18.33,,,,
2025-10-15T20:05:38.600Z,405111,10.75,1.24,,9.2,12.19,15.73,11.51,,13.67,,12.49,18.38,,,,
2025-10-15T20:05:41.831Z,408342,10.44,1.27,,9.08,12.64,15.74,10.94,,13.69,,12.54,18.15,,,,
2025-10-15T20:05:44.994Z,411505,10.52,1.23,,9.23,12.43,15.61,11.44,,13.61,,12.96,18.21,,,,
2025-10-15T20:05:48.213Z,414724,10.57,1.24,,9.33,12.23,15.82,11.12,,13.68,,13.19,17.87,,,,
2025-10-15T20:05:51.428Z,417939,10.41,1.24,,9.33,12.36,15.73,11.52,,13.6,,12.75,18.26,,,,
2025-10-15T20:05:54.639Z,421150,10.42,1.16,,9.22,12.26,15.9,11.24,,13.64,,12.47,18.17,,,,
2025-10-15T20:05:57.840Z,424351,10.32,1.2,,9.3,12.45,15.8,11.16,,13.83,,12.96,18.3,,,,
2025-10-15T20:06:01.036Z,427547,10.89,1.2,,9.09,12.43,15.72,10.96,,13.65,,12.72,17.99,,,,
2025-10-15T20:06:04.168Z,430679,10.74,1.19,,9.17,12.32,15.93,11.94,,13.72,,12.81,17.81,,,,
2025-10-15T20:06:07.383Z,433894,10.68,1.23,,9.15,12.48,15.61,11.39,,14.02,,12.42,18.35,,,,
2025-10-15T20:06:10.603Z,437114,10.26,1.2,,9.25,12.46,15.55,11.75,,13.94,,12.55,17.98,,,,
2025-10-15T20:06:13.768Z,440279,10.56,1.26,,9.25,12.39,15.68,11.38,,13.8,,12.72,18.35,,,,
2025-10-15T20:06:16.994Z,443505,10.41,1.26,,9.33,12.32,15.79,11.57,,13.87,,12.82,17.95,,,,
2025-10-15T20:06:20.180Z,446691,10.44,1.21,,9.05,12.82,15.94,11.2,,13.68,,13.03,18.46,,,,
2025-10-15T20:06:23.329Z,449840,11.19,1.23,,9.21,11.98,15.86,11.72,,13.88,,13.01,18.19,,,,
2025-10-15T20:06:26.491Z,453002,10.47,1.2,,9.25,12.13,15.95,11.74,,13.82,,12.96,18.18,,,,
2025-10-15T20:06:29.723Z,456234,10.42,1.18,,9.14,12.41,15.56,10.84,,13.77,,13,18.18,,,,
2025-10-15T20:06:32.937Z,459448,10.71,1.27,,9.35,11.95,15.69,11.12,,13.84,,12.97,18.01,,,,
2025-10-15T20:06:36.172Z,462683,10.42,1.24,,9.27,12.28,15.82,11.52,,13.86,,12.63,17.86,,,,
2025-10-15T20:06:39.326Z,465837,11.19,1.21,,9.2,12.44,15.94,11.36,,13.91,,13.06,17.68,,,,
2025-10-15T20:06:42.556Z,469067,10.61,1.28,,9.11,12.06,15.76,11.37,,13.75,,12.78,18.56,,,,
2025-10-15T20:06:45.802Z,472313,10.33,1.11,,9.29,12.93,15.99,11.03,,13.67,,12.8,18.15,,,,
2025-10-15T20:06:49.056Z,475567,10.54,1.27,,9.3,12.42,15.8,11.11,,13.91,,12.78,18.41,,,,
2025-10-15T20:06:52.230Z,478741,10.54,1.22,,9.3,12.36,15.94,11.56,,13.69,,12.68,18.33,,,,
2025-10-15T20:06:55.461Z,481972,10.18,1.19,,9.07,12.61,15.69,11.79,,13.73,,12.93,18.18,,,,
2025-10-15T20:06:58.738Z,485249,10.36,1.14,,9.37,12.33,15.92,10.95,,13.93,,12.46,18.36,,,,
2025-10-15T20:07:02.025Z,488536,10.67,1.23,,9.09,12.26,15.99,11.12,,14,,12.66,18.49,,,,
2025-10-15T20:07:05.220Z,491731,10.7,1.19,,9.49,12.49,15.88,11.18,,13.79,,13.14,17.99,,,,
2025-10-15T20:07:08.411Z,494922,11.11,1.16,,9.19,12.37,15.77,11.23,,13.69,,13.04,18.29,,,,
2025-10-15T20:07:11.636Z,498147,10.54,1.22,,9.35,12.29,15.85,11.37,,13.58,,12.62,18.02,,,,
2025-10-15T20:07:14.871Z,501382,10.45,1.17,,9.16,12.47,15.65,11.44,,13.61,,12.67,18.3,,,,
2025-10-15T20:07:18.069Z,504580,10.7,1.18,,9.34,12.04,15.78,12,,13.79,,12.61,17.87,,,,
2025-10-15T20:07:21.290Z,507801,10.84,1.25,,9.16,12.59,15.79,11.37,,13.92,,12.96,18.37,,,,
2025-10-15T20:07:24.540Z,511051,10.88,1.2,,9.02,12.54,16.09,11.06,,13.8,,12.66,17.92,,,,
2025-10-15T20:07:27.792Z,514303,11.03,1.16,,9.22,12.49,15.85,10.76,,13.89,,12.97,17.92,,,,
2025-10-15T20:07:30.902Z,517413,10.47,1.18,,9.31,12.63,15.71,11.72,,13.72,,12.7,18.48,,,,
2025-10-15T20:07:34.007Z,520518,10.52,1.19,,9.26,12.12,15.71,11.53,,13.73,,12.65,18.29,,,,
2025-10-15T20:07:37.128Z,523639,10.47,1.23,,9.29,12.42,15.66,11.97,,13.62,,12.56,18.28,,,,
2025-10-15T20:07:40.325Z,526836,10.41,1.24,,9.26,12.23,15.71,11.24,,13.92,,13,17.93,,,,
2025-10-15T20:07:43.539Z,530050,10.49,1.17,,9.38,12.34,15.98,11.03,,13.66,,13.17,17.86,,,,
2025-10-15T20:07:46.738Z,533249,10.64,1.18,,9.19,12.75,15.69,11.57,,13.63,,12.54,18.29,,,,
2025-10-15T20:07:49.964Z,536475,10.4,1.23,,9.12,12.18,15.86,11.78,,13.75,,12.46,18.19,,,,
2025-10-15T20:07:53.172Z,539683,10.43,1.21,,9.1,12.33,15.79,11.44,,13.57,,12.78,18.44,,,,
2025-10-15T20:07:56.324Z,542835,11.05,1.12,,9.36,11.93,15.74,11.39,,13.63,,13.09,18.39,,,,
2025-10-15T20:07:59.497Z,546008,10.36,1.23,,9.28,12.13,15.83,12.11,,13.55,,12.91,18.04,,,,
2025-10-15T20:08:02.706Z,549217,10.49,1.25,,9.05,12.35,15.86,11.48,,13.69,,12.64,18.03,,,,
2025-10-15T20:08:05.936Z,552447,10.59,1.18,,9.35,12.52,15.94,11.41,,13.91,,12.38,18.29,,,,
2025-10-15T20:08:09.146Z,555657,10.3,1.19,,9.12,12.35,15.86,11.37,,13.81,,13.03,18.08,,,,
2025-10-15T20:08:12.358Z,558869,10.71,1.17,,9.42,12.43,15.68,11.36,,13.75,,12.47,18.04,,,,
2025-10-15T20:08:15.568Z,562079,10.68,1.23,,9.04,12.44,15.77,11.37,,13.81,,12.7,18.45,,,,
2025-10-15T20:08:18.778Z,565289,10.41,1.21,,9.29,12.24,15.94,11.94,,13.69,,12.57,18.23,,,,
2025-10-15T20:08:21.941Z,568452,10.47,1.19,,8.91,12.5,15.86,11.73,,13.75,,12.91,18.39,,,,
2025-10-15T20:08:25.102Z,571613,10.39,1.17,,9,12.33,15.7,11.79,,13.54,,12.7,18.46,,,,
2025-10-15T20:08:28.262Z,574774,10.45,1.14,,9.19,12.34,15.69,11.55,,13.69,,12.44,18.44,,,,
2025-10-15T20:08:31.424Z,577935,11.12,1.21,,9.15,12.25,15.69,11.25,,13.66,,12.46,17.89,,,,
2025-10-15T20:08:34.513Z,581024,10.3,1.26,,8.96,12.31,15.69,11.81,,13.62,,12.85,18.27,,,,
2025-10-15T20:08:37.670Z,584181,10.58,1.28,,8.98,12.19,15.79,11.51,,13.68,,12.62,18.09,,,,
2025-10-15T20:08:40.951Z,587462,11.24,1.27,,9.38,12.36,15.78,11.85,,13.73,,12.64,18.37,,,,
2025-10-15T20:08:44.168Z,590679,10.43,1.26,,9.22,12.3,15.62,11.52,,13.55,,12.74,18.11,,,,
2025-10-15T20:08:47.391Z,593902,10.87,1.16,,9.21,12.64,15.82,11.27,,13.83,,12.72,18.55,,,,
2025-10-15T20:08:50.649Z,597160,10.63,1.24,,9.23,12.25,15.78,11.83,,13.94,,12.98,18.38,,,,
2025-10-15T20:08:53.941Z,600452,10.7,1.15,,9.14,12.47,15.64,11.68,,13.81,,12.96,18.49,,,,
2025-10-15T20:08:57.249Z,603760,10.51,1.13,,9.16,12.22,15.61,11.53,,13.52,,12.5,18.23,,,,
2025-10-15T20:09:00.464Z,606975,10.38,1.21,,8.97,12.54,15.77,11.7,,13.61,,12.6,18.34,,,,
2025-10-15T20:09:03.718Z,610229,11.14,1.13,,9.2,12.26,15.54,11.98,,13.8,,12.71,18.4,,,,
2025-10-15T20:09:06.944Z,613455,10.45,1.17,,9.15,12.26,15.77,11.21,,13.98,,12.86,18.39,,,,
2025-10-15T20:09:10.110Z,616621,10.55,1.21,,9.03,12.46,15.79,11.55,,13.88,,12.91,18.14,,,,
2025-10-15T20:09:13.297Z,619808,10.7,1.17,,8.91,12.51,15.63,11.63,,13.62,,12.83,18.12,,,,
2025-10-15T20:09:16.572Z,623083,10.9,1.23,,9.16,12.24,15.52,11.5,,13.61,,12.8,18.17,,,,
2025-10-15T20:09:19.816Z,626327,10.6,1.22,,8.95,12.66,15.57,11.69,,13.8,,12.84,18.06,,,,
2025-10-15T20:09:22.987Z,629498,10.48,1.15,,9.05,12.66,15.68,11.34,,13.55,,12.6,18.09,,,,
2025-10-15T20:09:26.196Z,632707,10.72,1.25,,9.2,12.21,15.87,11.22,,13.54,,13.13,18.13,,,,
2025-10-15T20:09:29.409Z,635920,10.4,1.23,,9.23,12.51,15.96,11.93,,13.68,,12.58,18.27,,,,
2025-10-15T20:09:32.664Z,639175,10.57,1.25,,9.13,12.35,15.67,11.69,,13.98,,12.48,18,,,,
2025-10-15T20:09:35.899Z,642410,10.66,1.27,,9.05,12.32,15.89,12.03,,13.42,,13.04,17.86,,,,
2025-10-15T20:09:39.165Z,645676,10.58,1.2,,8.96,11.99,15.92,11.71,,13.73,,12.6,18.13,,,,
2025-10-15T20:09:42.328Z,648839,10.94,1.15,,9.35,12.38,15.71,11.41,,13.74,,12.98,17.94,,,,
2025-10-15T20:09:45.572Z,652083,10.37,1.18,,9.12,12.89,15.86,11.67,,13.64,,12.84,18.13,,,,
2025-10-15T20:09:48.798Z,655309,10.38,1.21,,9.29,12.58,15.75,11.77,,13.67,,12.7,18.21,,,,
2025-10-15T20:09:51.968Z,658479,10.63,1.22,,9.04,12.38,15.64,11.79,,13.91,,12.37,18.27,,,,
2025-10-15T20:09:55.160Z,661671,10.73,1.19,,9.09,12.54,15.81,11.61,,13.79,,12.55,18.14,,,,
2025-10-15T20:09:58.404Z,664915,10.52,1.22,,8.94,12.5,15.8,11.6,,13.76,,13.08,18.19,,,,
2025-10-15T20:10:01.639Z,668150,10.87,1.26,,9.03,12.15,15.69,11.34,,13.65,,12.6,18.22,,,,
2025-10-15T20:10:04.861Z,671372,10.08,1.16,,9.14,12.55,15.79,11.51,,13.88,,12.36,18.24,,,,
2025-10-15T20:10:08.132Z,674643,10.79,1.17,,8.97,12.34,15.7,11.86,,13.8,,12.75,18.21,,,,
2025-10-15T20:10:11.347Z,677858,10.85,1.22,,9.32,12.37,15.91,11.62,,13.92,,12.19,18.15,,,,
2025-10-15T20:10:14.545Z,681056,11.14,1.28,,9.01,12.25,15.65,11.83,,13.99,,12.82,18.5,,,,
2025-10-15T20:10:17.861Z,684372,10.64,1.27,,9.21,12.53,15.97,11.55,,14.02,,13.15,18.51,,,,
2025-10-15T20:10:21.135Z,687646,10.47,1.16,,9.24,12.61,15.63,11.53,,13.85,,12.79,18.26,,,,
2025-10-15T20:10:24.413Z,690924,10.34,1.17,,9.28,12.11,15.99,11.18,,13.68,,12.54,17.84,,,,
2025-10-15T20:10:27.636Z,694147,10.34,1.21,,9.23,12.53,15.87,11.97,,13.91,,13.05,18.38,,,,
2025-10-15T20:10:30.875Z,697386,10.26,1.21,,9.07,12.37,16.01,11.64,,13.91,,12.61,18.18,,,,
2025-10-15T20:10:34.046Z,700557,10.4,1.12,,9.02,12.27,15.68,11.42,,13.75,,12.38,18.22,,,,
2025-10-15T20:10:37.282Z,703793,10.53,1.18,,8.97,12.01,15.63,11.46,,13.64,,12.86,18.16,,,,
2025-10-15T20:10:40.559Z,707070,10.3,1.2,,9.3,12.34,15.88,11.5,,13.75,,12.58,17.65,,,,
2025-10-15T20:10:43.833Z,710344,10.79,1.2,,9.03,12.17,15.76,11.53,,13.61,,13.28,18.37,,,,
