timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi
2025-10-15T16:27:34.226Z,6151,,,,,,,,,,,,,,,,
2025-10-15T16:27:37.326Z,9251,,,,,,,,,,,,,,,,
2025-10-15T16:27:40.430Z,12355,,,,,,,,,,,,,,,,
2025-10-15T16:27:43.415Z,15340,,,,,,,,,,,,,,,,
2025-10-15T16:27:46.486Z,18411,,,,,,,,,,,,,,,,
2025-10-15T16:27:49.584Z,21509,,,,,,,,,,,,,,,,
2025-10-15T16:27:52.680Z,24605,,,,,,,,,,,,,,,,
2025-10-15T16:27:55.743Z,27668,,,,,,,,,,,,,,,,
2025-10-15T16:27:58.816Z,30741,,,,,,,,,,,,,,,,
2025-10-15T16:28:01.823Z,33748,,,,,,,,,,,,,,,,
2025-10-15T16:28:04.926Z,36851,,,,,,,,,,,,,,,,
