timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi
2025-10-15T16:32:38.332Z,6971,,,,,,,,,,,,,,,,
2025-10-15T16:32:41.340Z,9979,,,,,,,,,,,,,,,,
2025-10-15T16:32:44.411Z,13050,,,,,,,,,,,,,,,,
2025-10-15T16:32:47.497Z,16136,,,,,,,,,,,,,,,,
2025-10-15T16:32:50.578Z,19217,,,,,,,,,,,,,,,,
2025-10-15T16:32:53.658Z,22297,,,,,,,,,,,,,,,,
2025-10-15T16:32:56.725Z,25364,,,,,,,,,,,,,,,,
2025-10-15T16:32:59.723Z,28363,,,,,,,,,,,,,,,,
2025-10-15T16:33:02.830Z,31469,,,,,,,,,,,,,,,,
2025-10-15T16:33:05.850Z,34489,,,,,,,,,,,,,,,,
2025-10-15T16:33:08.915Z,37554,,,,,,,,,,,,,,,,
2025-10-15T16:33:11.995Z,40634,,,,,,,,,,,,,,,,
2025-10-15T16:33:15.064Z,43703,,,,,,,,,,,,,,,,
2025-10-15T16:33:18.142Z,46781,,,,,,,,,,,,,,,,
2025-10-15T16:33:21.235Z,49874,,,,,,,,,,,,,,,,
2025-10-15T16:33:24.338Z,52977,,,,,,,,,,,,,,,,
2025-10-15T16:33:27.423Z,56062,,,,,,,,,,,,,,,,
2025-10-15T16:33:30.495Z,59134,,,,,,,,,,,,,,,,
2025-10-15T16:33:33.575Z,62214,,,,,,,,,,,,,,,,
2025-10-15T16:33:36.638Z,65277,,,,,,,,,,,,,,,,
2025-10-15T16:33:39.695Z,68334,,,,,,,,,,,,,,,,
2025-10-15T16:33:42.727Z,71366,,,,,,,,,,,,,,,,
2025-10-15T16:33:45.828Z,74467,,,,,,,,,,,,,,,,
2025-10-15T16:33:48.852Z,77491,,,,,,,,,,,,,,,,
2025-10-15T16:33:51.929Z,80568,,,,,,,,,,,,,,,,
2025-10-15T16:33:55.025Z,83664,,,,,,,,,,,,,,,,
2025-10-15T16:33:58.078Z,86717,,,,,,,,,,,,,,,,
2025-10-15T16:34:01.153Z,89792,,,,,,,,,,,,,,,,
2025-10-15T16:34:04.232Z,92871,,,,,,,,,,,,,,,,
2025-10-15T16:34:07.285Z,95924,,,,,,,,,,,,,,,,
2025-10-15T16:34:10.373Z,99012,,,,,,,,,,,,,,,,
2025-10-15T16:34:13.451Z,102090,,,,,,,,,,,,,,,,
2025-10-15T16:34:16.533Z,105172,,,,,,,,,,,,,,,,
2025-10-15T16:34:19.694Z,108333,,,,,,,,,,,,,,,,
2025-10-15T16:34:22.710Z,111349,,,,,,,,,,,,,,,,
2025-10-15T16:34:25.736Z,114375,,,,,,,,,,,,,,,,
2025-10-15T16:34:28.797Z,117436,,,,,,,,,,,,,,,,
2025-10-15T16:34:31.923Z,120562,,,,,,,,,,,,,,,,
2025-10-15T16:34:35.028Z,123667,,,,,,,,,,,,,,,,
2025-10-15T16:34:38.046Z,126685,,,,,,,,,,,,,,,,
2025-10-15T16:34:41.073Z,129712,,,,,,,,,,,,,,,,
2025-10-15T16:34:44.147Z,132786,,,,,,,,,,,,,,,,
2025-10-15T16:34:47.215Z,135854,,,,,,,,,,,,,,,,
2025-10-15T16:34:50.275Z,138914,,,,,,,,,,,,,,,,
2025-10-15T16:34:53.341Z,141980,,,,,,,,,,,,,,,,
2025-10-15T16:34:56.439Z,145078,,,,,,,,,,,,,,,,
2025-10-15T16:34:59.551Z,148190,,,,,,,,,,,,,,,,
2025-10-15T16:35:02.573Z,151212,,,,,,,,,,,,,,,,
2025-10-15T16:35:05.653Z,154292,,,,,,,,,,,,,,,,
2025-10-15T16:35:08.740Z,157379,,,,,,,,,,,,,,,,
2025-10-15T16:35:11.797Z,160436,,,,,,,,,,,,,,,,
2025-10-15T16:35:14.822Z,163461,,,,,,,,,,,,,,,,
2025-10-15T16:35:17.864Z,166503,,,,,,,,,,,,,,,,
2025-10-15T16:35:20.963Z,169602,,,,,,,,,,,,,,,,
2025-10-15T16:35:24.050Z,172689,,,,,,,,,,,,,,,,
2025-10-15T16:35:27.055Z,175694,,,,,,,,,,,,,,,,
2025-10-15T16:35:30.120Z,178759,,,,,,,,,,,,,,,,
2025-10-15T16:35:33.182Z,181821,,,,,,,,,,,,,,,,
2025-10-15T16:35:36.180Z,184819,,,,,,,,,,,,,,,,
2025-10-15T16:35:39.273Z,187912,,,,,,,,,,,,,,,,
2025-10-15T16:35:42.365Z,191004,,,,,,,,,,,,,,,,
2025-10-15T16:35:45.449Z,194088,,,,,,,,,,,,,,,,
2025-10-15T16:35:48.500Z,197139,,,,,,,,,,,,,,,,
2025-10-15T16:35:51.585Z,200224,,,,,,,,,,,,,,,,
2025-10-15T16:35:54.701Z,203340,,,,,,,,,,,,,,,,
2025-10-15T16:35:57.809Z,206448,,,,,,,,,,,,,,,,
2025-10-15T16:36:00.917Z,209556,,,,,,,,,,,,,,,,
2025-10-15T16:36:04.029Z,212668,,,,,,,,,,,,,,,,
2025-10-15T16:36:07.149Z,215788,,,,,,,,,,,,,,,,
2025-10-15T16:36:10.245Z,218884,,,,,,,,,,,,,,,,
2025-10-15T16:36:13.315Z,221954,,,,,,,,,,,,,,,,
2025-10-15T16:36:16.430Z,225069,,,,,,,,,,,,,,,,
2025-10-15T16:36:19.503Z,228142,,,,,,,,,,,,,,,,
2025-10-15T16:36:22.593Z,231232,,,,,,,,,,,,,,,,
2025-10-15T16:36:25.664Z,234303,,,,,,,,,,,,,,,,
2025-10-15T16:36:28.754Z,237393,,,,,,,,,,,,,,,,
