timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi,PT0_mA,PT1_mA,PT2_mA,PT3_mA,PT4_mA,PT5_mA,PT6_mA,PT7_mA,PT8_mA,PT9_mA,PT10_mA,PT11_mA,PT12_mA,PT13_mA,PT14_mA,PT15_mA,LC0_lbf,LC1_lbf,LC2_lbf,LC3_lbf,LC0_VperV,LC1_VperV,LC2_VperV,LC3_VperV
2025-10-16T12:32:37.301961Z,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-2.91,0.0,0.0,0.0,0.0
2025-10-16T12:32:37.388539Z,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-448.128,-149.264,149.259,-500.235,-0.015385,-0.024982,0.024981,-0.008366
2025-10-16T12:32:37.484945Z,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-194.717,27.993,149.259,-862.023,-0.006685,0.004685,0.024981,-0.014452
2025-10-16T12:32:37.575191Z,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.357,-129.806,149.259,-1292.016,0.014843,-0.021725,0.024981,-0.021685
2025-10-16T12:32:37.674637Z,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-331.064,-41.543,79.475,-869.989,-0.011366,-0.006953,0.013301,-0.014586
2025-10-16T12:32:37.786540Z,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-430.862,-21.861,-149.403,-263.635,-0.014792,-0.003659,-0.025005,-0.004386
2025-10-16T12:32:37.880228Z,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-385.42,-16.737,-147.189,128.219,-0.013232,-0.002801,-0.024635,0.002206
2025-10-16T12:32:37.982511Z,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-336.709,-13.721,-126.991,263.342,-0.01156,-0.002296,-0.021254,0.004479
2025-10-16T12:32:38.098468Z,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-339.401,-11.908,-114.852,273.441,-0.011652,-0.001993,-0.019222,0.004649
2025-10-16T12:32:38.181420Z,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-367.537,-8.66,-112.301,265.76,-0.012618,-0.001449,-0.018795,0.004519
2025-10-16T12:32:38.298867Z,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-434.727,-8.155,-113.026,255.736,-0.014925,-0.001365,-0.018917,0.004351
2025-10-16T12:32:38.377578Z,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-393.902,-8.673,-110.558,245.393,-0.013523,-0.001451,-0.018504,0.004177
2025-10-16T12:32:38.496804Z,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-435.809,-7.964,-109.393,246.101,-0.014962,-0.001333,-0.018309,0.004189
2025-10-16T12:32:38.586963Z,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-431.381,-10.634,-108.096,234.734,-0.01481,-0.00178,-0.018092,0.003998
2025-10-16T12:32:38.685000Z,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-425.934,-9.086,-109.066,237.065,-0.014623,-0.001521,-0.018254,0.004037
2025-10-16T12:32:38.788959Z,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-421.794,-9.511,-110.344,228.669,-0.014481,-0.001592,-0.018468,0.003896
2025-10-16T12:32:38.885959Z,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-414.076,-8.491,-113.037,244.109,-0.014216,-0.001421,-0.018919,0.004155
2025-10-16T12:32:38.972696Z,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-413.467,-9.212,-112.649,253.713,-0.014195,-0.001542,-0.018854,0.004317
2025-10-16T12:32:39.088510Z,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-403.904,-10.08,-110.512,238.733,-0.013867,-0.001687,-0.018496,0.004065
2025-10-16T12:32:39.194351Z,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-414.152,-13.07,-111.875,265.021,-0.014218,-0.002188,-0.018724,0.004507
2025-10-16T12:32:39.276295Z,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-406.427,-10.34,-111.671,263.716,-0.013953,-0.001731,-0.01869,0.004485
2025-10-16T12:32:39.384955Z,2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-416.328,-13.831,-112.04,259.313,-0.014293,-0.002315,-0.018752,0.004411
2025-10-16T12:32:39.485475Z,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-415.555,-10.509,-111.189,253.231,-0.014266,-0.001759,-0.018609,0.004309
2025-10-16T12:32:39.578329Z,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-418.458,-8.774,-110.166,257.861,-0.014366,-0.001468,-0.018438,0.004387
2025-10-16T12:32:39.689347Z,2419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-423.333,-9.884,-110.887,256.844,-0.014534,-0.001654,-0.018559,0.00437
2025-10-16T12:32:39.789777Z,2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-436.246,-13.797,-111.717,252.922,-0.014977,-0.002309,-0.018698,0.004304
2025-10-16T12:32:39.889480Z,2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-394.812,-15.0,-114.221,249.027,-0.013554,-0.00251,-0.019117,0.004238
2025-10-16T12:32:39.988269Z,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-405.205,-17.408,-113.182,251.939,-0.013911,-0.002914,-0.018943,0.004287
2025-10-16T12:32:40.107188Z,2837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-430.988,-18.669,-108.575,252.348,-0.014796,-0.003125,-0.018172,0.004294
2025-10-16T12:32:40.198978Z,2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-430.541,-15.568,-108.189,251.107,-0.014781,-0.002606,-0.018107,0.004273
2025-10-16T12:32:40.295679Z,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-433.875,-17.832,-108.419,250.699,-0.014895,-0.002985,-0.018146,0.004266
2025-10-16T12:32:40.406844Z,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-426.403,-16.278,-105.573,253.619,-0.014639,-0.002724,-0.017669,0.004315
2025-10-16T12:32:40.496920Z,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-426.565,-13.925,-101.345,267.36,-0.014645,-0.002331,-0.016962,0.004546
2025-10-16T12:32:40.582418Z,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-420.526,-11.417,-100.801,256.857,-0.014437,-0.001911,-0.016871,0.00437
2025-10-16T12:32:40.700140Z,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-418.97,-10.734,-103.052,252.093,-0.014384,-0.001796,-0.017248,0.00429
2025-10-16T12:32:40.796169Z,3526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-421.491,-11.308,-105.856,261.948,-0.01447,-0.001893,-0.017717,0.004455
2025-10-16T12:32:40.897216Z,3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-421.185,-11.255,-106.004,262.263,-0.01446,-0.001884,-0.017741,0.004461
2025-10-16T12:32:40.983603Z,3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-424.273,-13.041,-105.925,264.41,-0.014566,-0.002183,-0.017728,0.004497
2025-10-16T12:32:41.097457Z,3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-419.373,-13.353,-106.288,265.56,-0.014398,-0.002235,-0.017789,0.004516
2025-10-16T12:32:41.199371Z,3929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-413.988,-12.954,-103.828,273.076,-0.014213,-0.002168,-0.017377,0.004643
2025-10-16T12:32:41.298307Z,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-412.149,-14.839,-103.474,262.802,-0.01415,-0.002484,-0.017318,0.00447
2025-10-16T12:32:41.415562Z,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-411.427,-15.763,-106.547,274.905,-0.014125,-0.002638,-0.017832,0.004673
