timestamp,elapsed_ms,PT0_psi,PT1_psi,PT2_psi,PT3_psi,PT4_psi,PT5_psi,PT6_psi,PT7_psi,PT8_psi,PT9_psi,PT10_psi,PT11_psi,PT12_psi,PT13_psi,PT14_psi,PT15_psi,PT0_mA,PT1_mA,PT2_mA,PT3_mA,PT4_mA,PT5_mA,PT6_mA,PT7_mA,PT8_mA,PT9_mA,PT10_mA,PT11_mA,PT12_mA,PT13_mA,PT14_mA,PT15_mA,LC0_lbf,LC1_lbf,LC2_lbf,LC3_lbf,LC0_VperV,LC1_VperV,LC2_VperV,LC3_VperV
2025-10-16T12:31:51.168903Z,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-2.91,0.0,0.0,0.0,0.0
2025-10-16T12:31:51.275937Z,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-277.385,-123.739,149.259,-1286.215,-0.009523,-0.02071,0.024981,-0.021587
2025-10-16T12:31:51.367222Z,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-385.295,-146.989,149.259,-1395.233,-0.013228,-0.024601,0.024981,-0.023421
2025-10-16T12:31:51.460134Z,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.85,-130.796,149.259,-926.966,0.0059,-0.021891,0.024981,-0.015544
2025-10-16T12:31:51.561400Z,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-342.424,-41.898,149.259,-361.2,-0.011756,-0.007012,0.024981,-0.006027
2025-10-16T12:31:51.661643Z,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-428.193,-14.919,-38.591,27.72,-0.0147,-0.002497,-0.006459,0.000515
2025-10-16T12:31:51.765425Z,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-376.246,-14.339,-149.403,178.183,-0.012917,-0.0024,-0.025005,0.003046
2025-10-16T12:31:51.854331Z,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-350.116,-12.159,-145.403,180.122,-0.01202,-0.002035,-0.024336,0.003079
2025-10-16T12:31:51.970532Z,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-333.066,-13.548,-125.927,178.399,-0.011435,-0.002268,-0.021076,0.00305
2025-10-16T12:31:52.062616Z,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-354.664,-15.275,-117.739,187.732,-0.012176,-0.002557,-0.019706,0.003207
2025-10-16T12:31:52.153353Z,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-344.524,-13.759,-114.5,196.035,-0.011828,-0.002303,-0.019164,0.003347
2025-10-16T12:31:52.268239Z,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-337.179,-16.469,-116.714,214.751,-0.011576,-0.002756,-0.019534,0.003661
2025-10-16T12:31:52.368685Z,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-318.553,-13.747,-119.103,218.491,-0.010936,-0.002301,-0.019934,0.003724
2025-10-16T12:31:52.473378Z,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-335.475,-12.814,-118.46,214.864,-0.011517,-0.002145,-0.019826,0.003663
2025-10-16T12:31:52.563441Z,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-310.816,-12.614,-116.318,218.922,-0.010671,-0.002111,-0.019468,0.003732
2025-10-16T12:31:52.674428Z,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-335.974,-14.087,-113.509,214.196,-0.011534,-0.002358,-0.018998,0.003652
2025-10-16T12:31:52.776848Z,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-327.274,-14.222,-113.953,204.837,-0.011236,-0.00238,-0.019072,0.003495
2025-10-16T12:31:52.859125Z,1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-345.029,-15.157,-112.731,211.697,-0.011845,-0.002537,-0.018868,0.00361
2025-10-16T12:31:52.972468Z,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-321.199,-14.075,-111.842,200.183,-0.011027,-0.002356,-0.018719,0.003416
2025-10-16T12:31:53.074995Z,1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-334.611,-14.863,-114.502,212.447,-0.011488,-0.002488,-0.019164,0.003623
2025-10-16T12:31:53.174763Z,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-355.663,-15.512,-114.46,218.906,-0.01221,-0.002596,-0.019157,0.003731
2025-10-16T12:31:53.277028Z,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-309.334,-14.7,-115.431,213.989,-0.01062,-0.00246,-0.019319,0.003649
